Zone géographique,Entreprise,Sous-catégorie,ID commande,Nom du client,Région,Nom du produit,Mode d'expédition,Pays,Remise,Grand public,Taux de remise,Catégorie,ID produit,Date d'expédition,Quantité,Profit,ID,Vente,Date de commande,ID client,Ville,Entreprise individuelle
Sud,0,Étiquettes,ES-2011-3360339,Amory Thibodeau,Campanie,"Smead Étiquettes couleur, Rouge",Tarif normal,Italie,0,1,TR1,Fournitures de bureau,FOU-ÉT-10003575,01-Jan-15,1,5.4,3909,12.87,26-Dec-14,AT-10645,Naples,0
Sud,1,Meubles,ES-2011-3581861,Alice Blanchard,Latium,"Eldon Ampoule, Multi-emballage",J+2,Italie,0,0,TR1,Mobilier,MOB-ME-10004167,06-May-14,3,30.24,8594,75.78,04-May-14,AB-10495,Rome,0
Centre,0,Bibliothèques,ES-2011-1222857,Constance Brisebois,Languedoc-Roussillon-Midi-Pyrénées,"Safco Étagères, Classique",Tarif normal,France,0.6,1,TR2,Mobilier,MOB-BI-10003455,04-Oct-14,5,-157.47,2222,393.48,30-Sep-14,CB-13000,Toulouse,0
Nord,0,Classeurs,ES-2011-3291135,Pinabel Gadbois,Angleterre,"Wilson Jones Perforatrice, Économique",Tarif normal,Royaume-Uni,0,1,TR1,Fournitures de bureau,FOU-CL-10002465,12-Dec-14,1,9.21,3618,27.99,06-Dec-14,PG-19165,Stockport,0
Centre,1,Chaises,ES-2011-2230157,Guillemine LaGarde,Aquitaine-Limousin-Poitou-Charentes,"Novimex Chaise pliante, Noir",Tarif normal,France,0.1,0,TR1,Mobilier,MOB-CH-10004806,07-Aug-14,9,50.22,3609,646.38,03-Aug-14,GL-15310,Limoges,0
Nord,0,Bibliothèques,IT-2011-5001459,Minie Beaupré,Stockholm,"Ikea Étagère d'angle, Classique",J+2,Suède,0.5,0,TR2,Mobilier,MOB-BI-10001892,11-Oct-14,2,-29.58,8440,123.06,08-Oct-14,MB-17890,Stockholm,1
Centre,0,Étiquettes,ES-2011-5921152,Odo Michel,Basse-Saxe,"Novimex Étiquettes de dossier, Ajustable",Tarif normal,Allemagne,0,1,TR1,Fournitures de bureau,FOU-ÉT-10000461,08-Nov-14,9,11.07,1595,55.35,04-Nov-14,OM-18385,Hildesheim,0
Nord,0,Bibliothèques,ES-2011-1244060,Tom Duval,Uusimaa,"Dania Bibliothèque, Noir",Tarif normal,Finlande,0,1,TR1,Mobilier,MOB-BI-10001203,20-Nov-14,2,79.98,4809,727.5,15-Nov-14,TD-20935,Helsinki,0
Sud,1,Étiquettes,ES-2011-5701425,Gaetan Bailby,Andalousie,"Novimex Étiquettes repositionnables, Durable",Tarif normal,Espagne,0,0,TR1,Fournitures de bureau,FOU-ÉT-10004530,23-Dec-14,4,4.08,2978,41.04,19-Dec-14,GB-14740,Mijas,0
Centre,0,Classeurs,ES-2011-2272875,Didiane Leroux,Vienne,"Avery Classeur, Économique",Prioritaire,Autriche,0,0,TR1,Fournitures de bureau,FOU-CL-10004334,28-Dec-14,4,20.04,5745,51.6,27-Dec-14,DL-13480,Vienne,1
Sud,1,Accessoires,ES-2011-2835499,Vartan LeBatelier,Pouilles,"Memorex Souris, Recyclé",J+2,Italie,0,0,TR1,Produits technologiques,PRO-AC-10004929,20-Apr-14,12,12.24,6499,311.76,18-Apr-14,VL-21430,Brindisi,0
Centre,0,Classeurs,IT-2011-3896198,Romain Lapresse,Alsace-Champagne-Ardenne-Lorraine,"Cardinal Classeur, Clair",Tarif normal,France,0,1,TR1,Fournitures de bureau,FOU-CL-10000504,03-May-14,9,3.51,9591,119.61,27-Apr-14,RL-19840,Chaumont,0
Centre,1,Photocopieurs,ES-2011-1640672,Liane Labrie,Saxe,"HP Télécopieur et photocopieur, Numérique",Prioritaire,Allemagne,0.5,0,TR2,Produits technologiques,PRO-PH-10004986,05-Feb-14,1,-0.015000000,423,86.265,02-Feb-14,LL-16630,Dresde,0
Centre,0,Classeurs,ES-2011-1749151,Lucille Corbin,Île-de-France,"Acco Perforatrice, Économique",sur-lendemain,France,0,1,TR1,Fournitures de bureau,FOU-CL-10003491,18-Jun-14,9,51.3,139,271.08,13-Jun-14,LC-16870,Vitry-sur-Seine,0
Centre,0,Photocopieurs,ES-2011-2272875,Didiane Leroux,Vienne,"Canon Photocopieur personnel, Rouge",Prioritaire,Autriche,0,0,TR1,Produits technologiques,PRO-PH-10003379,28-Dec-14,2,76.08,5744,281.88,27-Dec-14,DL-13480,Vienne,1
Centre,0,Art,ES-2011-1322522,Jeanette Lagrange,Île-de-France,"BIC Taille-crayon, Tailles assorties",Tarif normal,France,0,1,TR1,Fournitures de bureau,FOU-AR-10004906,13-Jul-14,2,24.42,1397,64.38,09-Jul-14,JL-16015,Vincennes,0
Centre,0,Chaises,ES-2011-3749098,David Arcouet,Nord-Pas-de-Calais-Picardie,"Hon Dessous de siège, Noir",Tarif normal,France,0.1,1,TR1,Mobilier,MOB-CH-10004932,22-Nov-14,14,-44.94,8365,669.06,18-Nov-14,DA-13285,Lille,0
Sud,1,Art,ES-2011-2246685,Raoul Chandonnet,Madrid,"BIC Surligneurs, Tailles assorties",J+2,Espagne,0,0,TR1,Fournitures de bureau,FOU-AR-10004485,22-Aug-14,3,11.88,6554,66.33,19-Aug-14,RC-19525,Madrid,0
Centre,0,Classeurs,ES-2011-2886437,Vincent Clavette,Vienne,"Wilson Jones Machine à relier, Recyclé",Prioritaire,Autriche,0,1,TR1,Fournitures de bureau,FOU-CL-10002720,04-Sep-14,3,16.2,4987,147.96,02-Sep-14,VC-21655,Vienne,0
Centre,0,Art,ES-2011-5383642,Juliette Caouette,Saxe-Anhalt,"Boston Taille-crayon, Tailles assorties",Tarif normal,Allemagne,0,1,TR1,Fournitures de bureau,FOU-AR-10002101,05-Nov-14,5,80.25,6771,160.65,01-Nov-14,JC-16270,Magdebourg,0
Centre,0,Classeurs,ES-2011-3121115,Quincy Dufour,Bade-Wurtemberg,"Ibico Perforatrice, Durable",Tarif normal,Allemagne,0,1,TR1,Fournitures de bureau,FOU-CL-10004223,27-Nov-14,2,23.64,3311,63.9,23-Nov-14,QD-19450,Ulm,0
Centre,0,Classeurs,IT-2011-4711868,Prunella Patenaude,Schleswig-Holstein,"Cardinal Perforatrice, Recyclé",Tarif normal,Allemagne,0,1,TR1,Fournitures de bureau,FOU-CL-10002440,06-Nov-14,3,25.29,9942,87.48,01-Nov-14,PP-19330,Norderstedt,0
Centre,1,Machines,ES-2011-5499567,Téa Auberjonois,Provence-Alpes-Côte d'Azur,"Konica Imprimante, Multicolore",Tarif normal,France,0.15,0,TR1,Produits technologiques,PRO-MA-10001420,02-Jul-14,2,-64.332,8065,455.328,27-Jun-14,TA-20860,Saint-Laurent-du-Var,0
Sud,1,Téléphones,IT-2011-2506333,Denis Giguère,Piémont,"Motorola Smartphone, Taille réelle",Tarif normal,Italie,0.4,0,TR2,Produits technologiques,PRO-TÉ-10000564,28-Aug-14,5,-190.14,1605,393.21,24-Aug-14,DG-13345,Turin,0
Sud,0,Stockage,ES-2011-3805636,Gabriel Souplet,Catalogne,"Eldon Boîte, Industriel",Tarif normal,Espagne,0.1,1,TR1,Fournitures de bureau,FOU-ST-10000781,24-Oct-14,4,11.544,108,38.664,17-Oct-14,GS-14710,Barcelone,0
Sud,0,Bibliothèques,ES-2011-3822720,Ava Vaillancourt,Andalousie,"Dania Étagère d'angle, Classique",Tarif normal,Espagne,0,0,TR1,Mobilier,MOB-BI-10001068,05-Oct-14,7,290.43,3107,854.49,29-Sep-14,AV-11455,Dos Hermanas,1
Nord,0,Téléphones,ES-2011-2257437,Astrid Varieur,Angleterre,"Cisco Chargeur, Emballage en vrac",Tarif normal,Royaume-Uni,0.1,1,TR1,Produits technologiques,PRO-TÉ-10004169,17-Aug-14,9,1758.888,1757,5276.988,10-Aug-14,AV-11155,Londres,0
Centre,0,Téléphones,ES-2011-5335590,Rudy Trépanier,Île-de-France,"Apple Dispositif audio, Bleu",Tarif normal,France,0.15,1,TR1,Produits technologiques,PRO-TÉ-10000201,12-Dec-14,7,-0.094500000,9639,992.9955,08-Dec-14,RT-20170,Vincennes,0
Centre,1,Meubles,ES-2011-3109529,Honoré Gauvin,Saxe-Anhalt,"Advantus Plateau d'empilement, Durable",J+2,Allemagne,0,0,TR1,Mobilier,MOB-ME-10000589,16-Nov-14,3,21.69,3626,70.2,14-Nov-14,HG-15685,Magdebourg,0
Sud,1,Éléments de fixation,ES-2011-4814310,Savinien Dubeau,Ombrie,"Stockwell Colliers, Par paquet de 12",Tarif normal,Italie,0,0,TR1,Fournitures de bureau,FOU-ÉL-10001212,01-Apr-14,5,44.7,8625,93.3,28-Mar-14,SD-20260,Foligno,0
Centre,0,Classeurs,ES-2011-4187064,Jeanne Mercure,Île-de-France,"Wilson Jones Renforts de perforations, Recyclé",J+2,France,0,1,TR1,Fournitures de bureau,FOU-CL-10002513,24-Feb-14,2,2.34,3069,9.78,22-Feb-14,JM-16060,Paris,0
Centre,1,Chaises,ES-2011-5430994,Alice Blanchard,Auvergne-Rhône-Alpes,"Office Star Rocking chair, Rouge",Prioritaire,France,0.1,0,TR1,Mobilier,MOB-CH-10002500,06-Apr-14,4,174.636,2153,507.276,04-Apr-14,AB-10495,Saint-Priest,0
Centre,1,Stockage,ES-2011-4514717,Quesnel Pouchard,Hambourg,"Fellowes Plateaux, Taille réelle",Tarif normal,Allemagne,0.1,0,TR1,Fournitures de bureau,FOU-ST-10000155,14-Jul-14,1,22.968,2736,51.678,08-Jul-14,QP-19420,Hambourg,0
Sud,0,Classeurs,ES-2011-2382517,Mathilde Gabriaux,Émilie-Romagne,"Wilson Jones Renforts de perforations, Recyclé",Tarif normal,Italie,0,0,TR1,Fournitures de bureau,FOU-CL-10002513,10-Sep-14,2,2.34,5801,9.78,06-Sep-14,MG-17545,Reggio nell'Emilia,1
Sud,0,Étiquettes,ES-2011-3528133,Adeline Houde,Sicile,"Harbour Creations Étiquettes arrondies, Blanc",Prioritaire,Italie,0,1,TR1,Fournitures de bureau,FOU-ÉT-10001871,24-Mar-14,7,6.93,2274,47.25,21-Mar-14,AH-10015,Marsala,0
Centre,1,Étiquettes,ES-2011-5099069,Yvon Joly,Saxe-Anhalt,"Hon Étiquettes arrondies, Durable",Tarif normal,Allemagne,0,0,TR1,Fournitures de bureau,FOU-ÉT-10000588,23-Mar-14,3,6.75,6843,21.15,17-Mar-14,YJ-21895,Magdebourg,0
Centre,0,Classeurs,ES-2011-4852530,Paul Doyon,Normandie,"Cardinal Renforts de perforations, Clair",Tarif normal,France,0,1,TR1,Fournitures de bureau,FOU-CL-10000997,03-May-14,1,2.19,9858,4.8,27-Apr-14,PD-18850,Le Petit-Quevilly,0
Nord,1,Classeurs,ES-2011-4040727,Apolline Lebel,Angleterre,"Avery Couverture de classeur, Économique",Prioritaire,Royaume-Uni,0,0,TR1,Fournitures de bureau,FOU-CL-10001465,04-Jun-14,2,6.84,7761,22.14,01-Jun-14,AL-10795,Wigan,0
Centre,1,Éléments de fixation,ES-2011-1720401,Liane Labrie,Bourgogne-Franche-Comté,"OIC Épingles, Tailles assorties",Tarif normal,France,0,0,TR1,Fournitures de bureau,FOU-ÉL-10004124,24-Feb-14,3,13.77,121,34.56,18-Feb-14,LL-16630,Beaune,0
Centre,0,Tables,IT-2011-1939979,Nicole Labrecque,Aquitaine-Limousin-Poitou-Charentes,"Chromcraft Table en bois, Noir",Prioritaire,France,0.35,0,TR2,Mobilier,MOB-TA-10001854,14-May-14,2,-135.144,4660,627.276,12-May-14,NL-18175,Bordeaux,1
Centre,0,Éléments de fixation,ES-2011-2535754,Marie Sacré,Bade-Wurtemberg,"Advantus Colliers, Tailles assorties",Tarif normal,Allemagne,0,1,TR1,Fournitures de bureau,FOU-ÉL-10001706,13-Mar-14,7,15.12,5348,117.18,08-Mar-14,MS-17215,Baden-Baden,0
Centre,0,Stockage,IT-2011-3284965,Sarah Leclair,Zurich,"Smead Boîte, Taille réelle",Tarif normal,Suisse,0,1,TR1,Fournitures de bureau,FOU-ST-10002872,25-Feb-14,3,8.37,672,32.4,21-Feb-14,SL-20215,Zurich,0
Centre,0,Art,ES-2011-3793897,Charline Goguen,Île-de-France,"Binney & Smith Surligneurs, Emballage en vrac",Tarif normal,France,0,1,TR1,Fournitures de bureau,FOU-AR-10003353,15-May-14,3,18.18,9221,50.58,10-May-14,CG-12550,Champigny-sur-Marne,0
Centre,0,Bibliothèques,IT-2011-2568112,Patrick Bordeleau,Rhénanie-du-Nord-Westphalie,"Bush Armoire, Métal",J+2,Allemagne,0.1,0,TR1,Mobilier,MOB-BI-10000434,12-Dec-14,2,54.234,7310,257.094,08-Dec-14,PB-18805,Duisbourg,1
Sud,0,Stockage,ES-2011-2972550,Philip Huppé,Calabre,"Fellowes Plateaux, Métal",Tarif normal,Italie,0.4,0,TR2,Fournitures de bureau,FOU-ST-10000890,30-Aug-14,3,-25.452,8268,101.628,25-Aug-14,PH-19000,Crotone,1
Centre,1,Stockage,IT-2011-4488946,Éloïse Deschênes,Bavière,"Fellowes Chariot, Industriel",Le même jour,Allemagne,0.1,0,TR1,Fournitures de bureau,FOU-ST-10000950,02-Feb-14,2,8.262000000,3216,248.022,02-Feb-14,ÉD-13840,Rosenheim,0
Sud,0,Classeurs,ES-2011-4479011,Bellamy Lacasse,Sicile,"Wilson Jones Classeur, Recyclé",Le même jour,Italie,0,1,TR1,Fournitures de bureau,FOU-CL-10003697,06-Dec-14,9,45.63,8997,120.42,06-Dec-14,BL-11680,Vittoria,0
Sud,1,Téléphones,IT-2011-5084706,Léviana Bergeron,Sicile,"Motorola Dispositif audio, Emballage en vrac",Tarif normal,Italie,0.4,0,TR2,Produits technologiques,PRO-TÉ-10000161,03-Jul-14,5,-95.52,7943,520.38,27-Jun-14,LB-16585,Messine,0
Sud,0,Stockage,IT-2011-2011704,Émilie Mailly,Sicile,"Fellowes Chariot, Taille réelle",Tarif normal,Italie,0.4,0,TR2,Fournitures de bureau,FOU-ST-10003766,13-Jun-14,2,-109.872,6988,164.808,07-Jun-14,ÉM-13885,Palerme,1
Centre,0,Stockage,ES-2011-2907593,Vicky Poirier,Vienne,"Rogers Chariot, Industriel",Tarif normal,Autriche,0,1,TR1,Fournitures de bureau,FOU-ST-10003984,27-Nov-14,3,68.13,8570,426.24,22-Nov-14,VP-21595,Vienne,0
Nord,1,Papier,ES-2011-4585835,Aubrey Lajoie,Angleterre,"SanDisk Papier parchemin, Qualité supérieure",Tarif normal,Royaume-Uni,0,0,TR1,Fournitures de bureau,FOU-PA-10003946,16-Nov-14,3,9.45,8009,50.13,09-Nov-14,AL-11275,Stockport,0
Sud,0,Stockage,ES-2011-3525697,Georgette Ménard,Lombardie,"Eldon Plateaux, Métal",Tarif normal,Italie,0.4,1,TR2,Fournitures de bureau,FOU-ST-10001362,07-Jun-14,2,-0.972000000,2024,56.448,02-Jun-14,GM-15130,Milan,0
Centre,0,Art,ES-2011-2886437,Vincent Clavette,Vienne,"Sanford Stylos, Emballage en vrac",Prioritaire,Autriche,0,1,TR1,Fournitures de bureau,FOU-AR-10001654,04-Sep-14,6,15.66,4986,68.22,02-Sep-14,VC-21655,Vienne,0
Nord,0,Éléments de fixation,ES-2011-4257071,Ava Poisson,Angleterre,"OIC Trombones, Par paquet de 12",Tarif normal,Royaume-Uni,0,1,TR1,Fournitures de bureau,FOU-ÉL-10004575,26-Dec-14,3,9.9,9897,41.58,20-Dec-14,AP-11440,Runcorn,0
Sud,0,Téléphones,IT-2011-5015979,Odo Michel,Toscane,"Apple Dispositif audio, Taille réelle",Tarif normal,Italie,0.4,1,TR2,Produits technologiques,PRO-TÉ-10002079,04-Oct-14,2,-104.304,8525,201.816,27-Sep-14,OM-18385,Carrare,0
Centre,0,Bibliothèques,IT-2011-1044550,Fleur de Chateaub,Overijssel,"Sauder Bibliothèque classique, Noir",Tarif normal,Pays-Bas,0.5,1,TR2,Mobilier,MOB-BI-10004943,20-Feb-14,4,-577.32,8633,874.68,15-Feb-14,Fd-14470,Hardenberg,0
Sud,0,Stockage,IT-2011-3461936,Armand Paquet,Piémont,"Tenex Rayonnage, Métal",Tarif normal,Italie,0.4,1,TR2,Fournitures de bureau,FOU-ST-10002754,09-Oct-14,9,-135.648,885,290.142,03-Oct-14,AP-10900,Novare,0
Nord,1,Enveloppes,ES-2011-3108517,Maurice Durand,Cork,"Kraft Enveloppe interservices, Rouge",Tarif normal,Irlande,0.5,0,TR2,Fournitures de bureau,FOU-EN-10003108,06-Jun-14,1,-5.58,5485,25.23,01-Jun-14,MD-17620,Cork,0
Nord,0,Étiquettes,ES-2011-5707696,Delphine Loiselle,Angleterre,"Smead Étiquettes de dossier, Rouge",Tarif normal,Royaume-Uni,0,1,TR1,Fournitures de bureau,FOU-ÉT-10002331,26-Apr-14,3,11.97,5532,26.1,20-Apr-14,DL-13330,Lowestoft,0
Sud,0,Meubles,ES-2011-4184901,Adeline Houde,Vénétie,"Tenex Ampoule, Multi-emballage",J+2,Italie,0,1,TR1,Mobilier,MOB-ME-10004536,01-Sep-14,4,9,2937,75.96,30-Aug-14,AH-10015,Vicence,0
Centre,0,Chaises,IT-2011-2876489,Prunella Patenaude,Bourgogne-Franche-Comté,"Harbour Creations Fauteuil, Noir",Prioritaire,France,0.1,1,TR1,Mobilier,MOB-CH-10000597,24-Jun-14,4,734.928,3704,1696.248,21-Jun-14,PP-19330,Dijon,0
Nord,1,Bibliothèques,ES-2011-4253699,Apolline Sarrazin,Angleterre,"Ikea Bibliothèque, Métal",Tarif normal,Royaume-Uni,0,0,TR1,Mobilier,MOB-BI-10003259,28-Dec-14,4,522.48,5719,1451.4,26-Dec-14,AS-10810,Doncaster,0
Centre,0,Classeurs,ES-2011-4926746,Azura Mothé,Île-de-France,"Avery Machine à relier, Durable",Tarif normal,France,0,0,TR1,Fournitures de bureau,FOU-CL-10004373,28-Nov-14,12,36,4215,604.08,22-Nov-14,AM-11530,Vincennes,1
Nord,0,Meubles,ES-2011-4021337,Natalie Viens,Angleterre,"Deflect-O Butée de porte, Multi-emballage",Tarif normal,Royaume-Uni,0.3,1,TR2,Mobilier,MOB-ME-10003407,14-May-14,3,7.911,5682,92.421,10-May-14,NV-18055,Dudley,0
Sud,0,Classeurs,ES-2011-2776937,Camille Cloutier,Toscane,"Avery Machine à relier, Clair",Tarif normal,Italie,0,1,TR1,Fournitures de bureau,FOU-CL-10004522,03-May-14,3,17.37,3025,144.9,29-Apr-14,CC-12115,Sienne,0
Centre,0,Accessoires,ES-2011-2076928,Aude Lajeunesse,Bavière,"Logitech Clavier, Durable",Tarif normal,Allemagne,0,0,TR1,Produits technologiques,PRO-AC-10000553,29-Nov-14,2,39.96,6486,93.06,22-Nov-14,AL-11305,Augsbourg,1
Centre,0,Classeurs,IT-2011-4626649,Patrice Grivois,Thuringe,"Ibico Onglets, Recyclé",Tarif normal,Allemagne,0,0,TR1,Fournitures de bureau,FOU-CL-10003093,05-Sep-14,4,16.2,805,37.08,01-Sep-14,PG-18775,Iéna,1
Centre,1,Fournitures,ES-2011-4261696,Norbert Casgrain,Anvers,"Elite Coupe-papier, Acier",Tarif normal,Belgique,0,0,TR1,Fournitures de bureau,FOU-FO-10001098,04-Aug-14,6,67.14,6741,160.2,30-Jul-14,NC-18280,Anvers,0
Sud,0,Électroménager,ES-2011-4240072,Harriette Duhamel,Latium,"Hamilton Beach Micro-ondes, Blanc",Prioritaire,Italie,0,1,TR1,Fournitures de bureau,FOU-ÉL-10001457,17-Jun-14,2,33.66,1307,561.3,16-Jun-14,HD-15565,Aprilia,0
Centre,1,Papier,ES-2011-4436456,Raymond Covillon,Languedoc-Roussillon-Midi-Pyrénées,"Enermax Papier parchemin, Qualité supérieure",Tarif normal,France,0,0,TR1,Fournitures de bureau,FOU-PA-10000057,20-Feb-14,4,0,8468,61.56,16-Feb-14,RC-19630,Montpellier,0
Centre,0,Étiquettes,ES-2011-5375215,Algernon Allaire,Île-de-France,"Hon Étiquettes de dossier, Durable",Prioritaire,France,0,1,TR1,Fournitures de bureau,FOU-ÉT-10001117,09-Aug-14,6,27,4002,54.18,08-Aug-14,AA-10450,Versailles,0
Centre,1,Fournitures,ES-2011-3259196,Panxita Francoeur,Hambourg,"Elite Règle, Bleu",Le même jour,Allemagne,0,0,TR1,Fournitures de bureau,FOU-FO-10001146,13-Oct-14,2,2.16,7612,27.6,13-Oct-14,PF-18655,Hambourg,0
Sud,1,Étiquettes,ES-2011-4485758,Denis Giguère,Madrid,"Hon Étiquettes arrondies, Durable",Tarif normal,Espagne,0,0,TR1,Fournitures de bureau,FOU-ÉT-10000588,25-Dec-14,6,13.5,5959,42.3,20-Dec-14,DG-13345,Valdemoro,0
Nord,0,Téléphones,IT-2011-1111988,Armand Cailot,Hovedstaden,"Motorola Téléphone de bureau, Emballage en vrac",Tarif normal,Danemark,0.5,1,TR2,Produits technologiques,PRO-TÉ-10004596,19-Oct-14,3,-13.005,9026,107.775,14-Oct-14,AC-10870,Copenhague,0
Sud,1,Classeurs,ES-2011-3729382,Blanche Benoit,Pouilles,"Avery Classeur, Durable",J+2,Italie,0,0,TR1,Fournitures de bureau,FOU-CL-10004601,08-Dec-14,2,1.44,6974,28.8,06-Dec-14,BB-11815,Foggia,0
Nord,0,Stockage,ES-2011-3897276,Audrey Louineaux,Angleterre,"Smead Casiers, Industriel",Tarif normal,Royaume-Uni,0,1,TR1,Fournitures de bureau,FOU-ST-10002409,26-Apr-14,2,111.36,2988,397.8,22-Apr-14,AL-11320,Lowestoft,0
Centre,1,Meubles,ES-2011-4877774,Auguste Louineaux,Rhénanie-du-Nord-Westphalie,"Deflect-O Horloge, Noir",Tarif normal,Allemagne,0,0,TR1,Mobilier,MOB-ME-10003771,01-Dec-14,3,4.5,5757,150.93,26-Nov-14,AL-11380,Velbert,0
Centre,0,Papier,IT-2011-2558119,Verney Aubé,Thuringe,"Eaton Cahier, Multicolore",Tarif normal,Allemagne,0,0,TR1,Fournitures de bureau,FOU-PA-10001501,11-May-14,2,16.74,7570,55.98,05-May-14,VA-21460,Erfurt,1
Centre,1,Art,ES-2011-4894552,Élodie Caron,Bade-Wurtemberg,"Stanley Toile, Tailles assorties",Tarif normal,Allemagne,0,0,TR1,Fournitures de bureau,FOU-AR-10004545,30-Aug-14,1,23.16,8580,52.65,26-Aug-14,ÉC-13810,Stuttgart,0
Centre,0,Classeurs,ES-2011-2258386,Astrid Parenteau,Rhénanie-du-Nord-Westphalie,"Cardinal Machine à relier, Économique",J+2,Allemagne,0,1,TR1,Fournitures de bureau,FOU-CL-10003514,13-Nov-14,4,55.68,6371,199.08,10-Nov-14,AP-11140,Bochum,0
Centre,0,Téléphones,IT-2011-2306373,Benjamin Gabriaux,Brabant-Septentrional,"Nokia Dispositif audio, Taille réelle",J+2,Pays-Bas,0.5,1,TR2,Produits technologiques,PRO-TÉ-10004522,30-Mar-14,1,-55.455,5062,84.015,25-Mar-14,BG-11725,Helmond,0
Centre,1,Meubles,ES-2011-3965225,Durand Thériault,Aquitaine-Limousin-Poitou-Charentes,"Advantus Butée de porte, Qualité supérieure",Tarif normal,France,0,0,TR1,Mobilier,MOB-ME-10004572,13-Jul-14,4,54.12,9609,174.6,06-Jul-14,DT-13705,Bressuire,0
Centre,0,Chaises,ES-2011-4919091,Alaïa Perrault,Île-de-France,"Harbour Creations Dessous de siège, Noir",J+2,France,0.1,1,TR1,Mobilier,MOB-CH-10000543,12-Nov-14,3,22.869,1683,187.839,09-Nov-14,AP-10240,Paris,0
Centre,0,Étiquettes,ES-2011-2379967,Zara Aucoin,Brême,"Avery Étiquettes repositionnables, Ajustable",J+2,Allemagne,0,1,TR1,Fournitures de bureau,FOU-ÉT-10003412,24-Nov-14,5,19.8,2092,43.2,22-Nov-14,ZA-21925,Brême,0
Centre,0,Chaises,ES-2011-5375215,Marjolaine Fecteau,Centre-Val de Loire,"Harbour Creations Chaise pliante, Livré par deux",Tarif normal,France,0.1,1,TR1,Mobilier,MOB-CH-10004652,12-Dec-14,2,50.052,7879,180.252,06-Dec-14,MF-17275,Saint-Pierre-des-Corps,0
Sud,0,Chaises,ES-2011-3711955,Ruby Sacré,Galice,"Novimex Tabouret, Noir",Tarif normal,Espagne,0.2,1,TR1,Mobilier,MOB-CH-10002247,30-Aug-14,2,-55.092,3036,259.248,26-Aug-14,RS-20110,Vigo,0
Centre,1,Photocopieurs,IT-2011-2861112,Blanca Lalonde,Aquitaine-Limousin-Poitou-Charentes,"Brother Télécopieur et photocopieur, Numérique",Tarif normal,France,0.15,0,TR1,Produits technologiques,PRO-PH-10003768,19-Dec-14,2,-3.879,8974,324.921,13-Dec-14,BL-11830,La Rochelle,0
Centre,0,Papier,ES-2011-1043483,Simone Gadbois,Vienne,"Xerox Organiseur, Qualité supérieure",Tarif normal,Autriche,0,0,TR1,Fournitures de bureau,FOU-PA-10002047,19-Jan-14,11,102.96,8486,224.07,14-Jan-14,SG-20425,Vienne,1
Centre,0,Classeurs,ES-2011-2979959,Solaine Davignon,Hesse,"Avery Classeur, Durable",Tarif normal,Allemagne,0,1,TR1,Fournitures de bureau,FOU-CL-10004601,17-Sep-14,6,4.32,7811,86.4,13-Sep-14,SD-20500,Francfort-sur-le-Main,0
Centre,1,Classeurs,ES-2011-2950882,Minie Salois,Vienne,"Wilson Jones Onglets, Recyclé",Tarif normal,Autriche,0,0,TR1,Fournitures de bureau,FOU-CL-10004922,21-Dec-14,6,11.34,4424,40.86,17-Dec-14,MS-17905,Vienne,0
Centre,0,Art,ES-2011-1122594,Constance Bonneville,Île-de-France,"Boston Taille-crayon, Emballage en vrac",Tarif normal,France,0,1,TR1,Fournitures de bureau,FOU-AR-10004134,25-Jan-14,2,7.56,4476,58.44,20-Jan-14,CB-12985,Villiers-sur-Marne,0
Centre,0,Téléphones,ES-2011-5699335,Aristide Audet,Rhénanie-du-Nord-Westphalie,"Apple Casque, Bleu",Prioritaire,Allemagne,0,1,TR1,Produits technologiques,PRO-TÉ-10004925,08-Aug-14,8,87.84,1875,586.08,05-Aug-14,AA-11065,Cologne,0
Centre,0,Bibliothèques,ES-2011-4688304,Villette Bordeaux,Aquitaine-Limousin-Poitou-Charentes,"Sauder Étagères, Noir",J+2,France,0.1,1,TR1,Mobilier,MOB-BI-10003591,24-Dec-14,4,101.868,4916,705.348,20-Dec-14,VB-21625,Bayonne,0
Centre,0,Stockage,IT-2011-4711868,Prunella Patenaude,Schleswig-Holstein,"Smead Plateaux, Bleu",Tarif normal,Allemagne,0.1,1,TR1,Fournitures de bureau,FOU-ST-10003644,06-Nov-14,2,2.904,9945,87.264,01-Nov-14,PP-19330,Norderstedt,0
Nord,1,Papier,IT-2011-2660642,Natalie Gosselin,Stockholm,"Enermax Papier parchemin, Par paquet de 12",J+2,Suède,0.5,0,TR2,Fournitures de bureau,FOU-PA-10002035,12-May-14,4,-17.22,5369,39.06,10-May-14,NG-18040,Stockholm,0
Centre,0,Meubles,ES-2011-1962134,Patrick Chartier,Saxe-Anhalt,"Deflect-O Cadre photo, Noir",Tarif normal,Allemagne,0,1,TR1,Mobilier,MOB-ME-10004711,14-Dec-14,3,34.2,5390,155.7,07-Dec-14,PC-18820,Magdebourg,0
Centre,0,Photocopieurs,IT-2011-1877466,Fallon Grenier,Alsace-Champagne-Ardenne-Lorraine,"Hewlett Photocopieur, Rouge",Tarif normal,France,0.65,1,TR2,Produits technologiques,PRO-PH-10004499,06-Feb-14,6,-235.773,6258,549.927,02-Feb-14,FG-14185,Reims,0
